50 196
100 196
150 196
200 196
250 196
300 196
350 196
400 196
450 196
500 196
550 196
600 196
650 196
700 196
750 196
800 196
850 196
900 196
950 196
1000 196
1050 196
1100 196
1150 196
1200 196
1250 196
1300 182
1350 182
1400 182
1450 182
1500 182
1550 182
1600 182
1650 182
1700 182
1750 182
1800 182
1850 182
1900 182
1950 182
2000 182
2050 151
2100 151
2150 151
2200 151
2250 151
2300 151
2350 151
2400 151
2450 151
2500 151
2550 151
2600 151
2650 151
2700 151
2750 151
2800 151
2850 151
2900 151
2950 151
3000 151
3050 151
3100 151
3150 151
3200 151
3250 151
3300 151
3350 151
3400 151
3450 151
3500 151
3550 151
3600 151
3650 151
3700 151
3750 151
3800 151
3850 151
3900 151
3950 151
4000 151
4050 151
4100 151
4150 151
4200 151
4250 151
4300 151
4350 151
4400 151
4450 151
4500 151
4550 151
4600 151
4650 151
4700 151
4750 151
4800 151
4850 151
4900 151
4950 151
5000 151
5050 151
5100 151
5150 151
5200 151
5250 151
5300 151
5350 151
5400 151
5450 151
5500 151
5550 121
5600 121
5650 121
5700 121
5750 121
5800 121
5850 121
5900 121
5950 121
6000 121
6050 121
6100 121
6150 121
6200 121
6250 121
6300 121
6350 121
6400 121
6450 121
6500 121
6550 121
6600 121
6650 121
6700 121
6750 121
6800 121
6850 121
6900 121
6950 121
7000 121
7050 121
7100 121
7150 121
7200 121
7250 121
7300 121
7350 121
7400 121
7450 121
7500 121
7550 121
7600 121
7650 121
7700 121
7750 121
7800 121
7850 111
7900 111
7950 111
8000 111
8050 111
8100 111
8150 111
8200 111
8250 111
8300 111
8350 111
8400 111
8450 111
8500 111
8550 111
8600 111
8650 111
8700 111
8750 111
8800 111
8850 111
8900 111
8950 111
9000 111
9050 111
9100 111
9150 111
9200 111
9250 111
9300 111
9350 111
9400 111
9450 111
9500 111
9550 111
9600 111
9650 111
9700 111
9750 111
9800 111
9850 111
9900 111
9950 111
10000 111
10050 111
10100 111
10150 111
10200 111
10250 111
10300 111
10350 111
10400 111
10450 111
10500 111
10550 111
10600 111
10650 111
10700 111
10750 111
10800 111
10850 111
10900 111
10950 111
11000 111
11050 111
11100 111
11150 111
11200 111
11250 102
11300 102
11350 102
11400 102
11450 102
11500 102
11550 102
11600 102
11650 102
11700 102
11750 102
11800 102
11850 102
11900 102
11950 102
12000 102
12050 102
12100 102
12150 102
12200 102
12250 102
12300 102
12350 102
12400 102
12450 102
12500 99
12550 99
12600 99
12650 99
12700 99
12750 99
12800 99
12850 99
12900 99
12950 99
13000 99
13050 99
13100 99
13150 99
13200 99
13250 99
13300 99
13350 99
13400 99
13450 99
13500 99
13550 99
13600 99
13650 99
13700 99
13750 99
13800 99
13850 99
13900 99
13950 99
14000 99
14050 99
14100 99
14150 99
14200 99
14250 99
14300 99
14350 99
14400 99
14450 99
14500 99
14550 99
14600 99
14650 99
14700 99
14750 99
14800 99
14850 99
14900 99
14950 99
15000 99
15050 99
15100 99
15150 99
15200 99
15250 99
15300 99
15350 99
15400 99
15450 99
15500 99
15550 99
15600 99
15650 99
15700 99
15750 99
15800 99
15850 99
15900 99
15950 99
16000 99
16050 99
16100 99
16150 99
16200 99
16250 99
16300 99
16350 99
16400 99
16450 99
16500 99
16550 99
16600 99
16650 99
16700 99
16750 99
